,Height,Weight,BMI,FCVC,NCP,CH2O,FAF,TUE
409,1.73,96.9,32.38,2.0,3.0,2.0,0.0,1.34
410,1.54,42.1,17.75,3.0,3.0,1.0,0.19,0.2
411,1.66,109.9,39.88,3.0,3.0,1.55,0.32,0.8
412,1.75,133.5,43.59,3.0,3.0,1.83,1.43,0.9
413,1.54,49.0,20.66,2.0,3.0,1.0,2.0,1.0
414,1.62,68.0,25.91,2.0,1.0,1.0,1.0,0.0
415,1.8,72.0,22.22,3.0,3.0,2.0,2.0,0.0
416,1.7,65.0,22.49,3.0,3.0,1.0,1.0,1.0
417,1.55,45.0,18.73,2.0,3.0,2.0,2.0,0.0
418,1.6,56.0,21.87,2.0,3.0,2.0,0.0,0.0
419,1.71,131.6,45.01,3.0,3.0,2.89,1.24,0.06
420,1.56,77.1,31.68,2.0,3.0,1.0,0.95,0.0
421,1.78,49.1,15.5,2.9,3.2,2.95,2.0,1.25
422,1.62,110.0,41.91,3.0,3.0,2.09,0.02,0.67
423,1.62,111.9,42.64,3.0,3.0,2.77,0.0,0.15
424,1.61,82.0,31.63,2.9,3.0,1.54,0.95,0.0
425,1.6,53.0,20.7,2.0,3.0,2.97,2.0,1.76
426,1.79,108.0,33.71,2.0,1.2,2.0,0.0,1.55
427,1.5,42.0,18.67,2.0,1.0,1.0,0.0,0.0
428,1.74,133.8,44.19,3.0,3.0,1.95,1.42,0.92
429,1.76,118.3,38.19,3.0,3.0,2.36,0.68,1.37
430,1.7,83.0,28.72,3.0,1.0,2.0,2.3,2.0
431,1.78,117.3,37.02,2.9,3.0,1.17,0.99,0.89
432,1.78,118.2,37.31,2.0,3.0,2.0,0.57,1.8
433,1.62,110.5,42.1,3.0,3.0,2.7,0.0,0.24
434,1.7,58.0,20.07,2.0,3.0,1.0,1.0,0.0
435,1.7,75.0,25.95,2.3,3.7,2.14,0.79,0.12
436,1.76,112.4,36.29,1.4,3.0,2.12,0.0,0.7
437,1.7,56.0,19.38,3.0,3.0,2.0,0.0,2.0
438,1.7,83.4,28.86,2.7,1.1,2.74,2.17,0.0
439,1.7,77.0,26.64,3.0,3.0,1.0,2.0,1.0
440,1.63,110.7,41.67,3.0,3.0,2.77,0.0,0.57
441,1.64,105.7,39.3,3.0,3.0,2.63,0.07,0.48
442,1.65,49.0,18.0,3.0,3.0,1.0,1.0,1.0
443,1.9,88.4,24.49,2.8,2.4,1.96,0.45,0.0
444,1.5,45.0,20.0,1.0,3.0,1.0,0.0,1.0
445,1.87,121.0,34.6,2.7,3.0,2.64,1.33,0.44
446,1.66,58.0,21.05,2.0,1.0,1.0,0.0,1.0
447,1.79,89.8,28.03,2.0,3.0,1.3,0.0,0.97
448,1.68,60.0,21.26,1.0,3.0,2.0,0.0,1.0
449,1.78,118.4,37.37,2.8,3.0,2.84,0.84,0.0
450,1.82,123.7,37.34,3.0,2.9,1.31,1.0,1.04
451,1.7,75.0,25.95,3.0,3.0,2.0,2.0,1.0
452,1.63,111.9,42.12,3.0,3.0,2.55,0.0,0.37
453,1.7,103.7,35.88,2.0,2.8,1.96,1.19,0.0
454,1.75,133.8,43.69,3.0,3.0,2.84,1.47,0.75
455,1.8,65.0,20.06,3.0,3.0,2.0,2.0,1.0
456,1.83,90.0,26.87,2.9,3.7,1.78,1.0,0.99
457,1.75,133.7,43.66,3.0,3.0,2.85,1.45,0.86
458,1.75,78.0,25.47,3.0,3.0,2.0,1.0,2.0
459,1.75,133.8,43.69,3.0,3.0,2.84,1.58,0.77
460,1.85,97.0,28.34,3.0,3.0,2.0,2.0,1.0
461,1.7,84.0,29.07,2.0,3.0,2.0,2.0,0.0
462,1.62,110.7,42.18,3.0,3.0,2.71,0.0,0.34
463,1.63,110.9,41.74,3.0,3.0,2.65,0.03,0.46
464,1.64,111.9,41.6,3.0,3.0,2.48,0.0,0.13
465,1.7,83.0,28.72,3.0,1.0,2.0,0.0,0.0
466,1.79,89.7,28.0,2.0,2.3,2.0,0.0,1.34
467,1.72,70.0,23.66,2.0,1.0,2.0,1.0,1.0
468,1.63,111.7,42.04,3.0,3.0,2.71,0.0,0.27
469,1.7,75.0,25.95,2.0,3.0,1.0,0.0,1.0
470,1.7,83.7,28.96,2.0,3.0,1.49,1.0,0.0
471,1.62,69.6,26.52,2.0,1.0,2.0,1.0,1.0
472,1.57,81.1,32.9,2.0,3.0,1.01,0.0,0.0
473,1.76,115.5,37.29,2.0,3.0,2.83,1.11,0.07
474,1.77,112.8,36.0,3.0,3.0,2.7,2.0,0.18
475,1.67,75.0,26.89,2.0,3.0,1.68,1.69,0.0
476,1.87,52.0,14.87,2.0,3.0,2.0,2.0,1.0
477,1.5,62.0,27.56,3.0,1.0,1.0,0.0,0.0
478,1.91,130.0,35.63,2.1,3.0,1.29,1.04,0.0
479,1.7,90.0,31.14,2.8,2.9,1.95,1.85,0.86
480,1.66,121.0,43.91,3.0,3.0,2.93,0.26,0.01
481,1.77,120.0,38.3,1.5,3.0,2.08,1.19,0.14
482,1.7,98.0,33.91,2.0,3.0,2.0,1.0,2.0
483,1.72,97.8,33.06,2.0,3.0,3.0,3.0,1.22
484,1.73,131.9,44.07,3.0,3.0,1.32,1.68,0.95
485,1.64,111.9,41.6,3.0,3.0,2.62,0.0,0.1
486,1.77,133.5,42.61,3.0,3.0,2.64,1.43,0.89
487,1.83,105.0,31.35,2.0,3.0,3.0,0.0,1.0
488,1.78,120.5,38.03,2.1,3.0,2.36,1.64,0.55
489,1.85,120.6,35.24,3.0,3.0,2.36,1.35,0.0
490,1.56,80.0,32.87,2.0,1.0,1.0,1.0,0.0
491,1.71,75.0,25.65,2.0,3.5,2.0,1.0,1.0
492,1.53,53.0,22.64,2.0,1.0,1.0,1.0,0.0
493,1.67,65.0,23.31,2.0,3.0,1.0,1.0,1.0
494,1.8,85.0,26.23,3.0,3.0,2.0,3.0,0.0
495,1.52,64.1,27.74,2.0,1.0,1.0,0.81,0.0
496,1.5,63.0,28.0,3.0,3.0,2.0,0.0,2.0
497,1.55,63.0,26.22,2.0,3.0,1.0,2.0,1.0
498,1.86,88.4,25.55,2.1,3.0,2.66,1.17,0.17
499,1.82,63.2,19.08,2.0,3.0,2.0,0.52,0.0
500,1.85,98.0,28.63,2.9,2.0,2.0,0.68,1.0
501,1.74,73.0,24.11,2.0,3.0,2.0,2.0,1.0
502,1.5,42.0,18.67,3.0,1.0,1.0,0.0,0.0
503,1.75,133.7,43.66,3.0,3.0,2.84,1.43,0.87
504,1.62,67.8,25.83,2.0,1.3,2.93,0.17,1.84
505,1.64,104.7,38.93,3.0,3.0,2.63,0.05,0.26
506,1.84,121.4,35.86,2.5,3.0,1.59,1.19,0.0
507,1.67,104.6,37.51,3.0,3.0,1.35,0.1,0.54
508,1.7,50.0,17.3,2.0,4.0,2.0,2.0,1.0
509,1.52,42.0,18.18,3.0,1.2,1.84,1.27,0.08
510,1.59,79.2,31.33,2.0,3.0,1.09,0.0,0.0
511,1.73,51.5,17.21,1.2,3.0,1.35,0.52,1.94
512,1.69,49.7,17.4,2.6,3.5,2.0,1.0,1.0
513,1.61,82.0,31.63,2.0,1.0,2.0,0.0,2.0
514,1.64,111.9,41.6,3.0,3.0,2.62,0.0,0.28
515,1.65,80.0,29.38,2.0,1.0,2.0,2.0,0.0
516,1.61,79.3,30.59,3.0,3.0,2.63,0.0,0.45
517,1.57,80.0,32.46,2.0,1.1,1.62,0.0,0.09
518,1.63,105.0,39.52,3.0,3.0,1.53,0.01,0.54
519,1.76,131.0,42.29,3.0,3.0,1.73,1.93,0.86
520,1.75,95.0,31.02,2.0,3.0,3.0,2.0,0.0
521,1.7,75.0,25.95,3.0,3.0,2.0,1.0,1.0
522,1.67,90.0,32.27,2.0,3.0,1.0,1.0,0.0
523,1.74,50.0,16.51,3.0,3.0,1.0,2.0,1.0
524,1.78,120.9,38.16,2.6,3.0,2.31,0.74,0.0
525,1.74,125.1,41.32,3.0,3.0,1.54,0.82,0.47
526,1.64,84.5,31.42,2.0,3.0,2.0,0.0,0.0
527,1.81,58.9,17.98,2.9,3.0,2.0,1.0,1.0
528,1.75,51.4,16.78,3.0,3.0,2.04,2.01,1.88
529,1.6,51.0,19.92,2.0,4.0,3.0,2.0,0.0
530,1.71,58.0,19.84,3.0,4.0,3.0,2.0,1.0
531,1.63,110.0,41.4,3.0,3.0,2.22,0.0,0.55
532,1.58,44.0,17.63,3.0,1.0,2.0,1.0,0.0
533,1.75,133.7,43.66,3.0,3.0,2.86,1.5,0.95
534,1.5,56.0,24.89,2.0,1.0,2.0,0.0,0.0
535,1.66,58.0,21.05,3.0,3.0,2.0,1.0,1.0
536,1.68,64.0,22.68,3.0,3.0,1.0,2.0,0.0
537,1.71,90.0,30.78,2.0,3.0,2.0,1.88,0.0
538,1.5,78.0,34.67,2.0,1.0,2.0,2.71,0.0
539,1.72,75.0,25.35,3.0,1.0,3.0,2.0,0.0
540,1.7,50.0,17.3,1.0,3.0,2.0,2.0,1.0
541,1.6,56.0,21.87,3.0,3.0,2.0,1.0,1.0
542,1.6,45.0,17.58,2.7,4.0,2.49,2.0,0.79
543,1.8,65.0,20.06,2.0,4.0,2.0,2.0,2.0
544,1.75,118.3,38.63,2.6,3.0,2.1,0.63,0.0
545,1.89,80.0,22.4,3.0,3.0,3.0,2.0,0.0
546,1.8,87.0,26.85,2.0,3.0,2.0,1.0,0.0
547,1.68,77.4,27.42,2.8,1.8,2.17,1.36,0.97
548,1.84,99.0,29.24,2.0,1.9,2.0,1.0,0.0
549,1.82,114.5,34.57,2.2,3.0,2.14,1.14,0.68
550,1.77,118.4,37.79,3.0,3.0,2.12,0.67,1.76
551,1.64,111.6,41.49,3.0,3.0,2.61,0.0,0.1
552,1.7,71.0,24.57,3.0,3.0,1.0,1.0,1.0
553,1.72,132.3,44.72,3.0,3.0,1.78,1.68,0.82
554,1.7,78.0,26.99,2.0,3.0,2.0,1.0,1.0
555,1.61,83.0,32.02,2.0,3.0,1.05,1.0,0.0
556,1.71,99.2,33.92,2.9,1.5,1.01,1.0,0.11
557,1.72,133.2,45.02,3.0,3.0,2.8,1.43,0.91
558,1.74,72.0,23.78,2.0,3.0,2.0,0.0,0.0
559,1.6,50.0,19.53,2.0,3.0,1.0,1.0,0.0
560,1.6,45.0,17.58,3.0,4.0,2.0,2.0,0.0
561,1.63,111.9,42.12,3.0,3.0,2.62,0.0,0.14
562,1.54,50.0,21.08,2.0,3.0,3.0,2.0,1.0
563,1.8,151.4,46.73,3.0,3.0,2.31,1.88,0.92
564,1.7,75.0,25.95,3.0,3.0,2.0,0.0,2.0
565,1.56,71.7,29.46,3.0,3.0,2.0,2.0,1.0
566,1.81,155.9,47.59,3.0,3.0,2.42,0.16,0.94
567,1.84,108.9,32.17,2.0,1.3,2.45,1.0,1.0
568,1.62,70.0,26.67,2.0,1.0,2.0,1.0,0.0
569,1.71,75.1,25.68,2.0,3.0,1.17,2.0,0.0
570,1.77,108.1,34.5,2.0,1.8,2.03,0.95,2.0
571,1.79,105.6,32.96,2.0,3.0,1.78,0.0,1.0
572,1.64,83.0,30.86,2.0,1.0,2.98,0.04,0.0
573,1.85,118.4,34.59,2.4,2.6,2.0,1.97,0.0
574,1.61,51.0,19.68,3.0,1.0,1.0,1.0,0.0
575,1.74,133.8,44.19,3.0,3.0,2.85,1.92,0.93
576,1.75,80.0,26.12,2.0,3.0,2.0,2.0,0.0
577,1.73,50.0,16.71,3.0,3.0,2.0,2.0,1.04
578,1.63,110.6,41.63,3.0,3.0,2.65,0.0,0.45
579,1.8,121.0,37.35,3.0,3.0,3.0,1.87,0.1
580,1.72,75.0,25.35,2.0,3.0,2.0,1.0,1.0
581,1.71,98.3,33.62,2.0,1.0,2.0,0.0,2.0
582,1.63,80.0,30.11,2.0,3.0,2.0,0.0,0.0
583,1.7,102.7,35.54,3.0,3.0,1.0,0.9,2.0
584,1.77,75.0,23.94,2.0,3.0,1.0,1.0,0.0
585,1.81,138.0,42.12,3.0,3.0,2.51,1.69,0.81
586,1.6,103.0,40.23,3.0,3.0,1.04,0.05,0.72
587,1.76,70.0,22.6,3.0,4.0,1.0,0.0,2.0
588,1.74,133.0,43.93,3.0,3.0,2.68,1.47,0.74
589,1.64,111.9,41.6,3.0,3.0,2.74,0.0,0.55
590,1.7,78.0,26.99,3.0,3.0,3.0,1.0,2.0
591,1.69,78.0,27.31,3.0,1.0,2.0,2.0,0.0
592,1.7,78.0,26.99,2.0,3.0,1.0,1.0,1.0
593,1.76,118.1,38.13,2.8,3.0,1.13,1.08,0.0
594,1.8,60.0,18.52,2.0,3.0,2.0,0.0,1.0
595,1.63,104.9,39.48,3.0,3.0,2.65,0.15,0.83
596,1.72,132.9,44.92,3.0,3.0,1.85,1.59,0.89
597,1.67,50.0,17.93,2.9,3.0,1.8,2.0,0.85
598,1.81,69.0,21.06,2.0,3.0,3.0,3.0,0.0
599,1.7,85.0,29.41,3.0,3.0,2.0,1.0,0.0
600,1.86,105.7,30.55,2.0,3.0,3.0,2.0,1.59
601,1.77,75.0,23.94,2.0,3.0,1.16,0.78,1.9
602,1.76,78.0,25.18,2.7,3.6,2.4,1.82,0.97
603,1.63,111.9,42.12,3.0,3.0,2.68,0.0,0.14
604,1.83,82.0,24.49,3.0,3.0,3.0,3.0,0.0
605,1.7,102.8,35.57,3.0,1.1,1.0,1.99,0.0
606,1.63,83.0,31.24,2.0,1.0,2.0,1.0,0.0
607,1.81,61.4,18.74,3.0,3.8,1.39,2.08,0.83
608,1.77,129.8,41.43,2.5,3.0,1.93,0.94,0.0
609,1.63,104.8,39.44,3.0,3.0,2.74,0.0,0.54
610,1.7,80.0,27.68,2.0,3.0,2.0,2.0,1.0
611,1.63,111.9,42.12,3.0,3.0,2.64,0.0,0.2
612,1.6,65.0,25.39,2.0,3.0,2.55,0.0,0.2
613,1.75,55.0,17.96,2.9,3.0,2.98,1.95,0.41
614,1.76,118.4,38.22,3.0,3.0,2.13,0.65,0.0
615,1.75,116.0,37.88,1.0,3.0,3.0,0.0,1.0
616,1.72,128.3,43.37,3.0,3.0,1.97,1.69,0.77
617,1.67,50.0,17.93,3.0,3.0,2.0,1.0,2.0
618,1.72,55.0,18.59,2.0,3.2,2.0,1.9,1.0
619,1.6,75.0,29.3,3.0,3.0,2.0,1.0,0.0
620,1.76,51.1,16.5,2.0,3.0,2.0,0.0,1.58
621,1.75,96.4,31.48,2.0,3.0,2.0,0.0,1.54
622,1.75,118.2,38.6,2.7,3.0,1.94,1.14,0.0
623,1.55,42.0,17.48,3.0,1.0,2.0,0.0,0.0
624,1.85,106.5,31.12,2.0,1.0,2.0,1.0,1.0
625,1.72,50.0,16.9,2.0,3.0,1.24,0.93,1.33
626,1.7,84.0,29.07,2.0,3.0,2.0,3.0,0.0
627,1.6,60.0,23.44,2.0,3.0,2.0,1.0,0.0
628,1.68,83.6,29.62,2.0,3.0,2.0,0.0,1.97
629,1.66,98.6,35.78,2.0,1.1,2.77,0.9,1.62
630,1.62,102.6,39.09,3.0,3.0,1.44,0.07,0.46
631,1.64,103.0,38.3,2.6,2.2,1.0,1.82,0.0
632,1.56,55.0,22.6,3.0,3.0,1.0,1.0,1.0
633,1.62,111.9,42.64,3.0,3.0,2.65,0.0,0.09
634,1.7,66.0,22.84,3.0,3.0,2.0,0.0,0.0
635,1.82,120.8,36.47,3.0,3.0,2.36,0.89,1.35
636,1.67,62.0,22.23,3.0,3.0,2.0,1.0,0.0
637,1.87,121.3,34.69,2.6,2.7,1.97,1.1,1.0
638,1.7,80.0,27.68,2.0,1.2,1.23,0.0,1.0
639,1.75,98.0,32.0,2.0,3.0,3.0,3.0,0.0
640,1.6,49.0,19.14,3.0,4.0,2.0,2.0,1.0
641,1.63,110.0,41.4,3.0,3.0,2.68,0.0,0.48
642,1.66,60.0,21.77,2.0,1.0,2.0,1.0,1.0
643,1.79,78.0,24.34,2.0,3.0,2.0,2.0,0.0
644,1.75,64.0,20.9,2.0,3.0,2.0,2.0,1.0
645,1.7,81.3,28.13,2.0,1.7,1.62,1.85,1.87
646,1.76,118.3,38.19,2.1,3.0,1.78,1.99,0.0
647,1.7,84.3,29.17,2.0,3.0,2.0,0.0,0.63
648,1.82,105.0,31.7,2.0,3.0,1.62,0.03,0.54
649,1.85,87.1,25.45,2.7,3.8,2.0,0.54,1.46
650,1.64,54.9,20.41,2.9,4.0,2.0,0.92,1.59
651,1.75,69.0,22.53,2.0,3.0,2.0,2.0,2.0
652,1.7,75.0,25.95,2.0,3.0,2.48,0.99,1.84
653,1.58,70.0,28.04,3.0,1.0,2.72,1.23,0.0
654,1.83,117.4,35.06,2.8,1.9,2.0,1.93,0.0
655,1.63,110.8,41.7,3.0,3.0,2.72,0.0,0.28
656,1.67,80.5,28.86,2.0,2.1,2.37,0.77,1.5
657,1.54,63.0,26.56,3.0,4.0,2.0,1.0,0.0
658,1.76,127.9,41.29,3.0,3.0,1.42,0.39,0.0
659,1.54,77.0,32.47,2.0,3.0,1.0,0.0,0.0
660,1.59,80.0,31.64,2.0,3.0,1.62,2.0,0.0
661,1.5,42.0,18.67,3.0,1.0,1.0,0.0,0.47
662,1.69,80.0,28.01,3.0,3.0,2.0,1.0,0.0
663,1.79,105.0,32.77,2.0,3.0,2.3,0.01,0.0
664,1.74,133.9,44.23,3.0,3.0,1.81,1.34,0.95
665,1.65,45.0,16.53,3.0,3.0,1.0,1.0,1.0
666,1.62,111.9,42.64,3.0,3.0,2.71,0.0,0.2
667,1.7,80.1,27.72,2.0,1.0,2.0,0.68,0.0
668,1.55,63.0,26.22,2.0,1.0,2.0,1.0,0.0
669,1.62,111.9,42.64,3.0,3.0,2.58,0.0,0.43
670,1.72,137.8,46.58,3.0,3.0,2.16,1.66,0.95
671,1.75,115.4,37.68,2.2,3.0,2.16,1.16,0.07
672,1.77,119.1,38.02,2.9,3.0,2.17,1.06,1.77
673,1.5,45.0,20.0,1.0,3.0,1.0,1.0,0.0
674,1.68,49.8,17.64,3.0,3.0,2.97,1.91,0.26
675,1.7,60.0,20.76,2.0,4.0,2.0,2.0,1.0
676,1.85,121.7,35.56,3.0,3.0,1.71,0.89,0.0
677,1.73,103.8,34.68,2.0,3.0,1.0,0.15,0.0
678,1.67,94.5,33.88,2.0,3.0,2.0,0.78,1.28
679,1.7,82.4,28.51,2.2,3.0,1.62,0.07,1.0
680,1.8,89.9,27.75,1.9,3.9,2.0,3.0,1.89
681,1.7,80.0,27.68,2.0,3.0,2.0,3.0,1.0
682,1.74,110.8,36.6,3.0,3.0,2.55,0.0,0.48
683,1.6,90.0,35.16,2.0,1.0,3.0,1.0,0.0
684,1.7,65.0,22.49,2.0,3.0,2.0,2.0,1.0
685,1.74,133.7,44.16,3.0,3.0,2.84,1.47,0.93
686,1.75,85.1,27.79,2.4,3.0,2.62,1.23,0.97
687,1.75,70.0,22.86,2.0,3.0,2.0,1.0,0.0
688,1.54,42.0,17.71,3.0,1.0,2.0,0.01,1.0
689,1.65,75.0,27.55,2.0,3.0,2.0,2.0,0.0
690,1.6,60.0,23.44,1.0,3.0,1.0,1.0,0.0
691,1.68,65.0,23.03,2.0,3.0,2.0,0.0,1.0
692,1.7,50.0,17.3,3.0,3.0,2.0,1.0,2.0
693,1.7,80.0,27.68,2.0,2.8,2.0,1.0,1.0
694,1.69,133.3,46.67,3.0,3.0,2.83,1.5,0.94
695,1.61,105.0,40.51,3.0,3.0,2.81,0.2,0.63
696,1.61,66.5,25.65,2.0,3.0,2.0,3.0,0.0
697,1.6,90.0,35.16,2.0,1.1,2.0,0.39,0.0
698,1.72,70.0,23.66,3.0,3.0,2.0,0.0,1.0
699,1.57,76.1,30.87,2.0,3.0,1.64,0.0,0.0
700,1.62,102.2,38.94,3.0,3.0,1.41,0.0,0.46
701,1.75,52.1,17.01,3.0,3.0,2.0,0.21,1.84
702,1.62,105.0,40.01,3.0,3.0,2.48,0.01,0.55
703,1.65,74.4,27.33,2.0,1.0,2.0,1.0,0.0
704,1.76,53.7,17.34,2.0,3.0,1.86,2.87,2.0
705,1.68,79.8,28.27,2.0,2.1,3.0,0.01,0.0
706,1.78,120.9,38.16,2.2,3.0,2.51,0.77,1.2
707,1.75,133.8,43.69,3.0,3.0,1.81,1.53,0.86
708,1.76,112.2,36.22,2.8,3.0,2.01,1.29,0.02
709,1.54,80.0,33.73,2.0,3.0,2.0,0.0,0.0
710,1.78,117.9,37.21,2.0,2.6,2.76,1.87,0.0
711,1.66,73.5,26.67,2.0,3.0,2.95,0.13,0.27
712,1.83,120.4,35.95,2.3,3.0,2.17,0.93,0.0
713,1.68,131.9,46.73,3.0,3.0,1.8,1.71,0.93
714,1.66,111.9,40.61,1.4,3.0,2.72,0.0,0.13
715,1.73,133.0,44.44,3.0,3.0,2.83,1.33,0.85
716,1.8,49.9,15.4,3.0,3.7,1.66,1.24,0.93
717,1.61,64.0,24.69,3.0,3.0,2.0,3.0,0.0
718,1.68,45.0,15.94,3.0,3.0,1.0,1.0,0.0
719,1.78,137.9,43.52,3.0,3.0,2.75,1.99,0.83
720,1.71,51.6,17.65,2.0,2.1,2.0,0.29,1.97
721,1.72,95.0,32.11,2.0,3.0,2.0,0.0,2.0
722,1.8,87.8,27.1,3.0,3.0,3.0,1.0,0.0
723,1.46,62.9,29.51,2.0,2.6,1.13,0.12,0.45
724,1.55,62.2,25.89,2.8,1.0,3.0,1.95,0.0
725,1.62,105.6,40.24,3.0,3.0,2.35,0.0,0.48
726,1.7,70.0,24.22,2.0,1.0,3.0,1.0,0.0
727,1.91,129.0,35.36,2.6,3.0,1.0,1.46,0.0
728,1.71,51.9,17.75,2.7,3.0,1.86,0.91,1.59
729,1.59,45.0,17.8,3.0,3.0,2.0,2.0,1.0
730,1.65,70.0,25.71,2.0,3.0,3.0,3.0,0.0
731,1.81,108.9,33.24,2.0,2.3,1.94,1.0,1.52
732,1.71,75.6,25.85,2.0,3.0,1.87,0.13,1.0
733,1.91,129.9,35.61,2.6,3.0,1.0,1.95,0.0
734,1.6,55.0,21.48,2.0,4.0,2.0,1.0,2.0
735,1.72,62.0,20.96,3.0,3.0,2.0,0.0,1.0
736,1.83,108.3,32.34,2.8,3.0,2.04,1.0,1.55
737,1.74,135.3,44.69,3.0,3.0,2.72,1.62,0.87
738,1.53,39.4,16.83,1.5,3.0,1.98,2.31,1.0
739,1.88,111.9,31.66,2.0,3.0,2.05,0.0,0.14
740,1.68,75.0,26.57,2.0,3.0,1.0,1.0,0.0
741,1.75,93.0,30.37,3.0,1.0,1.0,0.0,2.0
742,1.72,51.6,17.44,2.7,3.0,1.0,0.52,1.0
743,1.72,50.0,16.9,3.0,4.0,3.0,1.0,0.0
744,1.57,50.0,20.28,2.0,3.0,1.0,2.0,2.0
745,1.64,111.2,41.34,3.0,3.0,2.32,0.0,0.64
746,1.7,50.0,17.3,3.0,3.0,1.0,1.0,0.0
747,1.66,111.9,40.61,3.0,3.0,2.74,0.0,0.04
748,1.54,58.0,24.46,2.0,3.0,1.0,2.0,0.0
749,1.63,82.5,31.05,1.5,3.0,1.33,0.52,0.0
750,1.82,142.6,43.05,3.0,3.0,2.9,1.49,0.81
751,1.74,133.0,43.93,3.0,3.0,2.84,2.0,0.6
752,1.82,152.5,46.04,3.0,3.0,2.15,2.0,0.96
753,1.53,41.2,17.6,2.6,1.0,1.49,1.93,0.55
754,1.74,132.5,43.76,3.0,3.0,1.77,1.86,0.93
755,1.77,114.5,36.55,2.0,3.0,2.01,1.07,0.0
756,1.73,75.0,25.06,1.2,3.5,1.07,1.08,0.0
757,1.64,111.9,41.6,3.0,3.0,1.91,0.0,0.09
758,1.78,70.0,22.09,2.0,4.0,2.0,1.0,1.0
759,1.64,111.9,41.6,3.0,3.0,2.77,0.0,0.17
760,1.8,63.0,19.44,2.0,3.0,2.0,1.0,0.0
761,1.6,45.0,17.58,3.0,3.0,2.0,1.0,0.0
762,1.57,80.0,32.46,2.0,3.0,2.0,0.0,0.0
763,1.67,79.7,28.58,2.9,3.0,1.03,0.37,0.0
764,1.84,95.0,28.06,2.0,3.0,2.0,1.03,1.28
765,1.74,72.0,23.78,3.0,3.0,1.0,3.0,2.0
766,1.61,61.0,23.53,3.0,3.0,1.0,0.0,0.0
767,1.76,113.2,36.54,2.8,3.0,2.03,0.66,0.0
768,1.58,53.5,21.43,2.0,1.0,2.0,1.0,0.0
769,1.63,104.9,39.48,3.0,3.0,2.55,0.0,0.52
770,1.85,121.7,35.56,2.0,2.7,1.65,1.3,0.0
771,1.67,80.0,28.69,2.0,3.0,2.0,1.0,2.0
772,1.8,60.0,18.52,2.0,3.0,1.0,1.0,0.0
773,1.86,121.7,35.18,3.0,3.0,1.74,0.97,0.74
774,1.6,82.0,32.03,3.0,3.0,1.74,0.0,0.5
775,1.77,96.1,30.67,2.0,2.2,2.82,1.1,0.0
776,1.75,117.9,38.5,2.1,3.0,2.17,1.98,0.0
777,1.76,51.0,16.46,2.0,3.0,1.0,1.0,1.0
778,1.63,110.8,41.7,3.0,3.0,2.7,0.0,0.93
779,1.75,133.3,43.53,3.0,3.0,2.87,1.47,0.63
780,1.92,103.0,27.94,2.0,3.0,1.0,0.79,0.0
781,1.74,112.3,37.09,2.1,3.0,2.02,0.0,1.11
782,1.64,83.0,30.86,2.0,1.5,1.43,1.0,0.0
783,1.67,80.0,28.69,3.0,3.0,1.0,1.0,1.0
784,1.78,105.0,33.14,2.0,3.0,2.0,1.0,1.0
785,1.64,105.0,39.04,3.0,3.0,2.82,0.07,0.45
786,1.71,71.0,24.28,2.0,3.0,2.0,3.0,1.0
787,1.78,110.8,34.97,2.0,4.0,3.0,2.0,0.0
788,1.76,117.6,37.96,2.1,3.0,2.53,1.0,0.0
789,1.67,114.5,41.06,3.0,3.0,2.31,0.19,0.95
790,1.62,110.8,42.22,3.0,3.0,2.7,0.0,0.32
791,1.61,64.0,24.69,2.0,3.0,1.0,0.0,1.0
792,1.8,95.9,29.6,2.0,3.0,2.11,3.0,1.67
793,1.64,80.0,29.74,2.0,3.0,1.98,1.3,0.0
794,1.58,103.0,41.26,3.0,3.0,1.02,0.0,1.0
795,1.74,75.0,24.77,3.0,3.0,2.0,3.0,0.0
796,1.65,111.9,41.1,1.1,3.0,1.0,0.0,0.06
797,1.64,94.8,35.25,2.0,3.0,1.49,0.65,1.0
798,1.64,59.8,22.23,2.0,3.0,2.0,1.0,0.0
799,1.7,70.0,24.22,2.0,3.0,2.0,2.0,1.0
800,1.65,50.0,18.37,1.0,3.0,2.0,1.0,1.0
801,1.61,86.1,33.22,2.9,2.9,2.98,1.85,0.0
802,1.65,80.0,29.38,2.0,3.0,3.0,2.0,1.0
803,1.85,120.2,35.12,2.2,3.0,2.82,0.71,0.0
804,1.72,50.0,16.9,3.0,3.0,3.0,2.0,1.0
805,1.78,64.0,20.2,3.0,3.0,2.0,2.0,1.0
806,1.91,129.9,35.61,2.8,3.0,1.23,1.39,1.77
807,1.82,72.0,21.74,2.0,3.0,2.0,1.0,1.0
808,1.73,50.0,16.71,3.0,4.0,2.0,1.0,0.0
809,1.71,102.1,34.92,2.0,1.0,1.0,1.0,0.0
810,1.63,105.0,39.52,3.0,3.0,2.23,0.08,0.54
811,1.75,103.7,33.86,2.9,2.1,2.7,1.91,1.0
812,1.87,66.0,18.87,2.0,3.0,3.0,3.0,0.0
813,1.7,50.0,17.3,2.0,3.0,2.0,1.0,1.0
814,1.67,77.0,27.61,3.0,3.0,3.0,2.0,0.0
815,1.68,78.0,27.64,2.0,1.0,3.0,2.0,0.0
816,1.75,116.2,37.94,1.9,2.4,2.0,0.0,1.98
817,1.6,45.0,17.58,3.0,3.0,2.77,1.6,0.0
818,1.6,82.0,32.03,1.0,3.0,2.0,1.0,1.0
